score 1000,score 666,score 333,val1,val2,val3,val4,val5,val6,val7,val8,val9,val10,val11,val12
253,-32,498,0.274624370718,0.712368686025,0.54731662523,0.850661797882,0.572387402501,0.863824183492,0.08397782213,0.499210070238,0.303783303939,0.136840865919,0.483040815062,0.0789500382007
1981,2102,1123,0.339151117047,0.627309057896,0.607472290233,1.06377411089,0.639445464371,0.982190519893,0.827682132322,1.12697166712,0.44334354881,0.408902386493,0.163515854786,0.315896056439
-6863,-4558,-1898,0.340143757833,0.592356579166,0.437445410317,0.557117729118,0.900481143576,1.07431793101,0.732070142015,1.09299319633,0.49235637739,0.00775151456721,0.230234575008,0.353631278337
-2950,389,-769,0.27691367168,0.481836518509,0.338273051213,0.410731686728,0.793292288851,1.2640956674,0.183664377046,0.330040555415,0.205502042061,0.227111748907,0.430094577368,0.127491254294
-5969,-5089,-2984,0.527347262724,0.553680481569,0.531883852643,0.658914986577,0.126751981091,0.178175990586,0.883302866797,1.00775100748,0.494112671179,0.201298072413,0.364706898812,0.177798142191
-5870,-3997,-2484,0.755814614278,1.04312964043,0.224793284262,0.488086428804,0.244011373357,0.460580212067,0.742632184161,1.15629816601,0.473596913351,0.492440444901,0.26541642677,0.0257805063972
-946,-654,-194,0.897575467055,0.974610698233,0.800763712847,0.988879086659,0.847799771432,0.934899247511,0.744005954309,0.834233915747,0.403031939069,0.270018544887,0.0761875468066,0.391900084907
-3882,-2364,-1402,0.715987709039,0.719911216573,0.364458663101,0.440922422007,0.0348211445854,0.378673113305,0.0941366377825,0.496588655772,0.159105413603,0.436032371027,0.116702868978,0.268373706408
-5676,-4739,-2355,0.988813601845,1.03850359742,0.146671142702,0.24334213344,0.0590836976773,0.116484877676,0.0188982657755,0.345339514919,0.496713282392,0.434482533189,0.341471255325,0.381510520444
-24648,-18597,-9771,0.0771554639358,0.113242608369,0.136108528528,0.398583143418,0.851507083588,1.10903716554,0.591665883102,1.08665198204,0.234981545509,0.101899392806,0.0694314219813,0.327239321784
26,489,538,0.32147825797,0.667402314293,0.981989538176,1.21097233798,0.249947588238,0.609265767094,0.998731298719,1.21060122131,0.123440767195,0.405631171778,0.3028840737,0.366823328937
-971,-630,-519,0.498185271683,0.849710668135,0.594747256981,0.80583029569,0.794059328895,0.83883631705,0.805097717218,0.846307897651,0.174715223621,0.299867211527,0.0245342929843,0.0576470714555
-5264,-3549,-1796,0.590223849838,0.697434868871,0.235280524889,0.370853962391,0.998726717032,1.22814743187,0.0590446592056,0.432653097711,0.285409293619,0.031204066949,0.181966366383,0.282533186532
812,-1345,-775,0.381432058707,0.614046041416,0.642741422102,0.722345557191,0.0528581766772,0.260006573893,0.411937395247,0.860810225342,0.107276900235,0.287155288643,0.0671695426862,0.363740710922
2716,-589,-1282,0.482817734484,0.521570560547,0.263616465591,0.307081708369,0.875743934606,0.889400132735,0.154513672589,0.281223230816,0.180942625659,0.00992000068427,0.288798769615,0.275079857415
-754,-522,-235,0.931832015538,1.19646612282,0.0828754353334,0.404771901507,0.908635071424,1.03602222116,0.20752957,0.365332256245,0.433016281084,0.244985278828,0.379803018719,0.428030792095
-1337,-897,-432,0.717439119419,1.08787425982,0.633643492572,0.902600993354,0.623327441439,1.04426685028,0.437527969538,0.554075367349,0.406461643628,0.386520533521,0.0761134340284,0.450997432762
140,273,-18,0.017724497867,0.176683196167,0.762583416198,0.764934823105,0.942598452896,1.41216027165,0.523350730108,0.657083025987,0.0982154020367,0.0897942583785,0.339478749617,0.211317300945
-7464,-3667,-488,0.256588183746,0.283274574076,0.348295823488,0.664971825043,0.375699476975,0.566300724052,0.747354963764,0.965616381649,0.0918852987562,0.328305646821,0.168454577302,0.459615041553
8411,5073,2172,0.195540212938,0.666618051007,0.793561981745,0.929873514787,0.512779614666,0.519152445803,0.386056118349,0.578473331383,0.336066400738,0.0389430085847,0.358682006727,0.331205317786
1029,1609,1771,0.869890717684,1.15928832413,0.776492768661,1.0818771887,0.201857020341,0.538654080824,0.0344409736588,0.175007253306,0.0692493187267,0.252567594318,0.242010833786,0.454183311942
-819,-387,-7,0.584492204823,0.738742571391,0.991554345317,1.09538361907,0.895547654879,1.28993683717,0.396617316493,0.662808867835,0.422557196445,0.132829805099,0.0856895833534,0.0791007017274
-2158,-793,215,0.331382963865,0.446333332133,0.737326702027,1.00047494039,0.785891014888,0.906971751636,0.912712334673,1.22545694332,0.0663624878204,0.365067892861,0.390459339462,0.377714281465
-3153,-1951,-669,0.97860136694,1.03983789212,0.302687812508,0.451988304123,0.502004077327,0.824998011545,0.91295599745,1.16618005464,0.0109388054672,0.405634420371,0.0134728341371,0.0426995391438
-6991,-5123,-3540,0.975545312889,1.3129856976,0.356464729433,0.714257088825,0.205606712385,0.442488706017,0.865620749094,1.29457852197,0.42828548197,0.469787880085,0.42443826063,0.18073527446
1093,-25,381,0.0506412200554,0.0852136951675,0.635110107396,0.818174457172,0.644317530425,0.823319825903,0.0756368010373,0.333484903546,0.395355841813,0.264872390889,0.0373969464434,0.274446618099
-791,-505,-342,0.666727082623,0.785771417234,0.624397123873,1.09126607659,0.767909105572,1.1526151838,0.162269916574,0.315043725147,0.400862430695,0.0861550592571,0.245125428984,0.340842604753
-1782,-1526,-1057,0.744761481707,0.914167082713,0.679520753754,1.08326246195,0.453690528749,0.742305565274,0.819827387639,0.907445862851,0.428464608215,0.16810971481,0.0885731192611,0.207884713782
-729,-356,354,0.588386687096,0.814614567243,0.738587592465,1.0134880686,0.157679763301,0.390406668484,0.901038015907,1.33862869402,0.0808145720748,0.153078494222,0.125318340527,0.328407236399
3196,1168,493,0.386699909118,0.606710000887,0.568837589117,0.979068592829,0.663557124481,1.139944772,0.119604961444,0.602700895264,0.467848284111,0.0833476724976,0.228305206555,0.316913840088
7423,5439,3533,0.0327909609524,0.116718209959,0.976436880668,1.21450405024,0.271070111493,0.72669652037,0.509828431226,0.967125221516,0.041728636976,0.116281144957,0.35303281664,0.0465118113303
-9577,-6552,-4446,0.461220194563,0.883652450099,0.345302503584,0.559469763731,0.128016246816,0.182742087206,0.355814318705,0.851003500388,0.354348428387,0.0522775111422,0.362835923809,0.267578053178
-2079,-1344,-172,0.496173547585,0.988941126789,0.854701060754,1.09747872019,0.146430956497,0.376280858197,0.808058292245,0.929665301414,0.117413634795,0.415830265087,0.444049960689,0.280753871464
-3968,-2774,-2878,0.696667720472,0.842399356192,0.358459618407,0.535606137657,0.00790858913132,0.271676322588,0.756436179233,1.06936714046,0.404972967561,0.229715850035,0.469620435818,0.429152380499
-17675,-12760,-5874,0.142371955505,0.170666720019,0.229882056987,0.649857746087,0.951088213324,1.32169732247,0.649543944447,0.947306583338,0.182979561987,0.129333236959,0.357597219959,0.399802365147
